Male,"Og så  kan en videnskabelig kritik af virkelighedens praktiserede psykiatri faktisk sagligt føres ganske radikalt videre end Gøtzsches position - til et spørgsmål om selve sygdomsparadigmets værdi i forståelsen og håndteringen af de menneskelige lidelser og adfærdsbesynderligheder, som psykiatrien traditionelt forholder sig til. Se mit foredrag om ’Den globale psykiatrikatastrofe’ http://www.sensetik.dk/psykiatri-katastrofe",1,0,1,1.0
Male,"Jeg ville først og fremmest ønske, at målet gad stå stille på banen.

Dette her er ikke min tid værd.",1,0,1,1.0
Male,"""Goldman Sachs er en af de mest respekterede på området"" står der i overskriften. Ja ja, men hvilket område? Undgå at betale skat området, undgå at have etiske regler området, profitmaksimering på andres bekostning området, udlicitering af velfungerende offentlige virksomheder til private området ... eller er der tale om, at Goldman Sachs kan høste guldmedaljer indenfor alle de nævnte områder. Jeg tror det! 

Og at spørge to, nemlig Saxo direktøren Lars Seier og  LA's Ole Birk, der begge jo mener at den danske samfundsmodel er noget kedeligt snavs der bør fjernes for at blive erstattet af en ultra liberalistisk griskhed, om deres mening angående Goldman Sachs, er og bliver det rene tidspilde ... svaret er jo givet på forhånd!

I øvrigt handler det om meget mere end blot at skrabe så mange penge sammen som muligt for staten, ved en eventuelt kommende børsnotering af DONG. Det handler nemlig mere om fællesskab og solidaritet, end at oppuste et statsselskab til en så høj børskurs som muligt. Siger jo i øvrigt sig selv, at jo højere børskurs, jo højere vil udgifterne for brugerne/kunderne jo efterfølgende blive. Og hvem er så lige brugerne/kunderne? Nå ja, det er danskerne, mens ejerne, profitmagerne, de kan hygge sig i skattely. 

Så at S og SF ikke slås med næb og kløer for at bevare en hjemlig kontrol over et af vore store fælles selskaber, er og bliver mig en gåde.

",6,1,7,0.8571428571428571
Male,"Lars B jensen
Agnostikere tror ikke på nogen bestemt gud - nej, de tror ikke på nogen gud - det er deisterne og teisterne der stadig tror på et eller andet, og muligvis en flok andre ister. agnostikere tager blot den filosofiske position at man kan observere noget bevis for nogen af siderne.
Selv om osse det kan synes vanvittigt når nogen postulerer at have observeret beviser for guds eksistens, i betragtning af alt det rod og al den uretfærdighed vi lever med, så må man jo nok acceptere, at det er svært at bevise at der ikke er en gud (hvilket jo ellers ville være ateisternes position). Ja-ja, det er indlysende, der ikke er nogen gud, for nogen af os, men det er jo ikke et *bevis*, så der er ikke noget konstruktivt i at skændes med gud-folkene om det. 
Hvis man kunne dreje diskussionen bort fra denne dikotomi, kunne man måske nå frem til en mere konstruktiv accept af et sekulært samfund, hvor sekulær altså ikke betyder ateisme, blot at bestemte religiøse forestillinger ikke lægges til grund for beslutninger som tages i det offentlige rum, men blot indbyrdes diskussion om hvad der er det bedste, ud fra faktisk tilgængeligt materiale.",1,1,2,0.5
Male,"MT:
 ved Dennis Nørmarks udtalelse, som jeg ikke har hørt kun har fra Gorm P.s bemærkning, er nok, at han jo dermed påstår, ikke at være en del af 'dyreriget'.

GP:
Man bør måske kildehenvise så godt som muligt når man citerer andre. Det var et eftermiddagsprogram i P1 1-2 år siden af den lidt uforpligtende sludrende type. 

Sludre-panelet kom ind på de meget billigt producerede industri-kyllinger kontra de noget dyrere producerede kyllinger, hvor der tages hensyn til dyrevelfærd.

Om han sagde at dyr ikke kunne føle smerte - eller at han blot sagde, at mennesket ikke burde tage hensyn til en eventuel smerteoplevelse hos dyret - eller muligvis begge dele - kan jeg ikke med sikkerhed huske. Han syntes i hvert fald, at man skulle holde sig til de billige industrikyllinger - og det huskes med sikkerhed.

",1,0,1,1.0
Female,"Yeah right, Karsten Kølliker

 - og mens 'centrum-venstre'-vælgerne kappes i kunsten at opfinde den dybe tallerken påny, render 'centrum-højre'-politikerne med regeringsmagten.

Den, som ikke tør vælge, 
ad hvilken vej han vil gå
ender som sten i den trappe, 
de stærke kan træde på.







",1,0,1,1.0
Male,"Mit umiddelbare indtryk fra artiklen og lign. om velfærdsstatens (af-)udvikling, fremtid m.m. er, at hele processen gennemføres som et teknokratisk projekt fx som NPM. 
Hvorfor er der ikke en politisk debat om den defacto afvikling som foregår ved hjælp af reformer, finansministeriets grønthøster osv? Det åbenbare svar er; politikerne vil ikke have debatten, da de skal genvælges og derfor kun vil lægge navn til positive projekter.

Det demokratiske problem bliver dermed - som antydet af embedsmanden i artiklen - at bureaukratiet afvikler velfærdsstaten. Og det er de ledende embedsmænd som prioriterer kernevelfærdsydelserne udfra nogle økonomiske/praktiske parametre. Dvs. hvor kan der hentes de største besparelser uden for meget opmærksomhed og larm i medierne, og det er naturligvis hos de mindst ressourcestærke grupper.

Men i min optik burde det være omvendt. De ressourcestærke burde basere deres velfærd på forsikringsordninger som fx i Tyskland og dem med færrest ressourcer skulle stadig få hjælp af det offentlige. 

 ",4,0,4,1.0
Female,"Tak til Jørgen Steen Nielsen.
Efter læsningen har jeg fået endnu mere kvalme over HTS og BC brug af  Auken s forhandlinger med Thor Pedersen.",2,1,3,0.6666666666666666
Female,"Ja, ja Ivan. Så varer det nok ikke ret længe, før bjerget barsler og nedkommer med to våde mus og en hundehvalp, der har tisset på dem.



",1,0,1,1.0
Female,"Det første der skal ske er, at politikerne bliver så modige at de smider finanssektorens lobbyister ud fra Borgen, sammen med journalisterne. Bag efter kan de så lave en politik hvor samfundet lovgiver om den finanssielle sektor, så den bliver samfundets tjener og ikke herrer. Det er jo det der er gået galt på grund af neoliberalisk politik de sidste tre årtier. Her er en web-adresse der fortæller hvor håbløs den førte politik er og den kommer med gode alternativer.
http://www.debtdeflation.com/blogs/2013/12/07/sack-the-economists/.
Jeg er igang med at læse om den farlige ide der hedder austerity, besparelses eller ned skærigspolitik, Den bomber økonomien til bage til, ja hvem kan huske så langt tilbage.
 Det er også mit håb at alternativet får succes. Med de to økonomer de har tilsluttet ser det lyst ud.
",1,0,1,1.0
Male,"At forholde sig profant til det sakrale ? 
http://engelsted.net/almenbiblio/biblioengelsted/ProfanSakral.pdf

Måske kan denne artikel give inspiration til en forsat diskussion. Jeg bruger den selv når jeg søger tilbage til mine kilder i forhold til spørgsmål om det religiøse. ",1,0,1,1.0
Male,"Jeg tror det vigtigste er at tænke samlet og langsigtet når det gælder store infrastruktur projekter og tænke over hvordan landet skal udvikle sig fremover.

Det er fint at få løst nogen trafikale her og nu problemløsninger rundt om mylder trafikken i hovedstadsområdet etc.. Men på den lange bane er det en store fejl, at satse ensidigt på København.

Vi skal have en moderne infrastruktur ud i hele landet - Det være sig veje, togskinner, bredbånd, arbejdspladser etc.. Og det er her den langsigtede strategi kommer på banen. Det er en kæmpe fejltagelse kun at satse på hvad der er lønsomt her og nu.

Hvorfor skal vi absolut have 250.000 køretøjer ind i København om morgenen og 250.000 ud igen om eftermiddagen bare for at komme på arbejde? Hvad er dog nytte værdien af det? Det er faktisk fuldstændig vanvittig.

Hvad med at flytte arbejdspladserne ud af byen og overlad byen til mennesker?

Hvorfor skal vi absolut pendle igennem landet hver morgen og aften på kryds og tværs og have 100 km på arbejde? Hvad er den samfundsmæssige nytteværdi af dette enorme ressource og tidsspilde? Kostbar fritid vi kunne have brugt sammen med vores børn og familie og få ladet op til en ny produktiv dag i morgen.

Hvad er meningen og værdien i, at vi om et par årtier alle er nødt til at pendle til København for at få et arbejde?

- Stop dette vanvid og lav en infrastruktur som gør det muligt og attraktivt, at bo i hele Danmark og arbejde i ens nærmiljø. Staten bør gå frem med et godt eksempel og flytte ud i landet frem for at håbe sig op i København. Så følger resten stille og roligt med.",1,0,1,1.0
Male,"Godt - at SF gik nu, bedre end at blive smidt ud. Regeringsgrundlaget har vist sig, at være for dårligt for SF. Og man kan bebrejde SF´s folketingsmedlemmer, at de ikke rejste debatten om Goldman Sach´s allede i oktober. Verden går da videre, og den demokratiske proces. At Lars Løkke synes at situationen er kaotisk, fortæller blot om hans egen dømmekraft og demokratiforståelse. S-SF må lave et bedre regeringsgrundlag - inden næste gang (!)
",1,0,1,1.0
Male,"Hvis vi skulle i regering, var det et krav at vi rykkede ud på den yderste højrefløj og ministerbilerne var jo det vigtigste.",1,1,2,0.5
Male,"Det her er en politisk kortslutning. Grunden er simpel, de folk der i dag sidder i politik har samme baggrund, som dem der sidder i ministerierne. 
Med Anders Fogh afskaffede man så eksterne eksperter og rådgivere på det faglige område, og fik ekspertisen sluset ind i ministerierne. Rent indavl.

Vi har fået en politisk elite, der lever sit eget liv, de har ingen føling med virkeligheden, og de rådgivere de har har så heller ingen føling med virkeligheden.

Det er efter min mening den største trussel vi har mod det danske samfund, og den samfunds model vi har valgt her i landet.
For hvis vi skal klare os på lidt længere sigt, så kræver det faglighed, omstillingsvillighed og langsigtet planlægning.

Undskyld mig men det har man altså ikke i ministerierne, der er eksperter i deres egen virkelighed, ikke i vores .. almindelig menneskers virkelighed.

// jesper",25,3,28,0.8928571428571429
Female,"Prøv nu at høre her:
Vi lever i et klassesamfund. Det har ikke været tydeligt for alle i mange år, men så må de sløretsynede venligst pudse brillen nu. 
Klassesamfundet består af de rige, middelklassen og underklassen. Groft sagt. 
De rige tjener penge på at få de fattige til at arbejde for sig, og middelklassen sørger for at holde underklassen til ilden. 

Nu er der sket det, at underklassens arbejdsområder for en stor del er blevet eksporteret til udlandet eller overtaget af teknik. Det vil sige, at de rige ikke har brug for underklassen mere til at øge deres rigdom. Misselklassen derimod er lidt trængte, fordi de er bange for, at deres jobs med at holde underklassen til ilden og udføre specialfunktioner, efterhånden også vil forsvinde ud i glemslen, så de sparker nedad, for at lægge afstand til underklassen, hvor de helst ikke vil havne. 

Så kommer fagforbundene her i overenskomståret og siger, at de vil have mere uddannelse til de ufaglærte (underklassen), så underklassen kan blive konkurrencedygtig i forhold til middelklassens jobs.
Høh.
Tror I selv på at middelklassen i fremtiden ønsker at konkurrere om deres jobs og levestandard, ved at hjælpe underklassen op på eget niveau?

Jeg tvivler stærkt.",11,1,12,0.9166666666666666
Male,"Tja... det er derfor TTIP kan komme på tale, for nu er de ikke længere bange for at vise deres magt direkte, da apatien allerede har sat sig i folket.
Desværre FOR DEM at de kommer for sent, for netop nu, er der jo et voksende antal af oprørere rundt omkring i verden; Brazilien, De mellemøstlige lande, Grækenland, Spanien mv. som de selv sagde på World Economic Forum: 'Folk vil bare ikke finde sig i det mere, og det kan føre til grundlæggende ændringer af samfundsstrukturen'...


Mon ikke en kommende generation er på vej til at gøre oprør mod den apatiske generation, der efterhånden har været på banen i nogle årtier...",1,0,1,1.0
Female,"Og så turde han alligevel ikke møde op - som en bekendt siger 'de er ikke alene lumpne, de er også feje' og en anden 'sikke en tøsedreng'

Jeg var til møde i dansk metal arr af kritiske aktionærer, og spurgte frank åen om el ville vælte thorning, hvis df ikke nedlægger veto. Han  svarede gud hjælpe os 'hvem skal vi ellers pege på?'

El er for svage",0,0,0,0
Female,"Ja - lad falde, hvad ikke kan stå, når alle hæle og tæer er kappet for at få guldskoen på. 

Lad bare Løkke og Hjorten få lov til selv at 'gøre arbejdet færdigt' med at demontere velfærdsstaten. Så kan vi få græske tilstande og ren r*v at tude i igen!

Hallo Ø - se så at få fingeren ud af hullet i diget og komme væk i en hulens fart, før redningsflåden synker.

",3,0,3,1.0
Female,"Helt enig, Randi Christiansen,

Clement Kjærsgaard er en eminent god interviewer, når han er på tomandshånd med sine ""ofre"". Og en fejlcasted, speednakkende Duracell kanin på kængurustylte, når han optræder som vært i Clement Direkte, bygget over samme koncept som salig Højlunds Råbe- og Galehus. Jeg får dårlige nerver af at se det, og ved ikke, hvorfor public service organet DR-tv behandler sine Human Resources så ondt. 

Men jeg har en mistanke om, at det er fordi de er gået over til New Public Management ligesom resten af den offentlige sektor efter Anders Fogh Rasmussen-regimet.


",4,2,6,0.6666666666666666
Female,Selvom det kan lyde barskt - specielt set i relation til denne sympatiske enkeltsag - så må og skal kampen for homorettigheder i Uganda tages i Uganda.,2,1,3,0.6666666666666666
Male,Vi kan starte med at nedlægge militæret og få soldaterne ud i produktive erhverv.,6,1,7,0.8571428571428571
Female,"Og sælger hemmeligt vetoret (med løgnen om at det kun er 19%) over dansk undergrund for småpenge - som fylder hvilket hul i statskassen? Med til at betale lønforhøjelser på 47% i Lars Løkkes klimacirkus ?.

Den DONG historie bør EL bide sig fast i - det er en skandale. Og så brug den til at vise I kan håndtere realpolitik uden at miste integriteten - brug dette bedrag til at vise EL som det ærlige, kloge alternativ til næste valg. ",6,0,6,1.0
Female,"Tak til AHK.
”Donghandlen er et valutaangreb”.
Klarere kan det ikke siges. GS vil udslette alle andre. Dokumenteret sort på hvidt og på film i farver.

Det er helt ubegribeligt, at det kun er SF, der går i opløsning. Alle de gamle partier er slidt op. De kører blot videre med deres gamle bedemøller og praktiserer det modsatte. Jeg ved godt, det er påstande det her, men læg mærke til deres fortvivlede krumspring og dødskamp.
",23,6,29,0.7931034482758621
Male,"Grøn vækst er yderst virkelig. Om et par måneder, max. tre, vil den nordlige halvkugle opleve grøn vækst overalt, hvor jordskorpen ikke er dækket til med cement og asfalt, eller er blevet sovset ind i giftig kemi. 

Hvis det er regeringens plan, så kudos til regeringen. En yderst traditionel, oikonomisk plan, ganske vist, men en plan med megen empiri bag. Hvorfor tænkte ingen på det før? ",1,0,1,1.0
Male,"Langt, langt, langt ude anes grænserne for hendes naivitet.",1,0,1,1.0
Female,"Fjern navnet Social fra jeres parti - i er uværdige til at bære det emblem - i er en flok sataner, med keine forstand
",2,1,3,0.6666666666666666
Female,"Jeg har svært ved ikke at tænke på, 
hvor sårbart sådan et ELEKTRISK system er.

Hvis man overgiver de fleste af sine kompetencer og tanker i skødet på teknologien, 
er der en tendens til at glemme,
at hele herligheden kører på strøm.
Ingen strøm, ingen herlighed, og et fatalt fald i kompetencer.

Strømforsyning er hele kernen i moderne liv. 
Godt for de individer, som har sørget for solceller og vindmøller til egenforsyning, så de kan holde husene igang.
Men bigdata... de forsvinder altså, hvis der ingen strøm er til at holde dem i 'live'. 

Det er uforståeligt, at tilliden generelt til central strømforsying (for evigt og til alle) er så stor, som den er.",5,1,6,0.8333333333333334
Male,"Forsvarsministeriets tal er på ingen måde en overraskelse - vi ved jo, at alle mænd af militær alder indenfor en missils blast radius bliver automatisk kategoriseret som ""suspected militants"". Interessant er det, at forfatteren godtager Forsvarsministeriets tal for gode varer.

Men hvorfor tager han ikke det forhold med i sine overvejelser, at vores droneangreb er ved at radikalisere grupper? Selv den konservative Washington Post skrev om hvordan droneangreb i Yemen er ved at sikre en stigende hvervning til og sympati for AQAP (al-Qaeda in the Arabian Peninsula), i områder hvor gruppen tidligere havde ingen støtte i befolkningen. Dette er ikke nyt, og stemmer fint overens med bl.a. Pentagons egne undersøgelser af hvordan krigene i Afgh./Pak. og Irak førte til en stigning i hvervning i radikale grupper, samarbejde mellem grupper og dermed en stigning i risikoen for terrorangreb bl.a. mod vestlige mål. Colin Powells tidligere stabschef Larry Wilkerson konkluderede det samme overfor et publikum her i Danmark for nylig: risikoen for terror vil stige drastisk som følge af vores brug af drones. 
En interessant krølle på hele denne historie er vores støtte til Al-Qaeda især gennem Saudi Arabien. Et af de lækkede dokumenter fra Wikileaks var et telegram fra Hillary Clinton til embassader, hvor hun understregede Saudi Arabiens direkte støtte til al-Qaeda og lignende grupper. For nylig konkluderede den irakiske regering, at amerikanske/saudiske våben, som er landet hos fanatikere i Syrien, nu er kommet til Irak. Men ingen bekymringer her: John Kerry har lovet Irak støtte til at bekæmpe al-Qaeda, som vi ellers støtter ad andre kanaler.",1,0,1,1.0
Female,"Jamn.. Olivier dog??!  
",0,1,1,0.0
Male,"Krugman bemærker, at vi af hensyn til Finanspagten ikke har kunnet føre finanspolitik (og øget statens udgifter) og derfor har vi ikke haft økonomisk vækst. Det er det, regeringen bliver kritiseret for af venstrefløjen.
Krugman undervurderer vist risikoen med den private gældsætning, men han har næppe sat sig mere ind i gældsproblemet, end de danske økonomer han refererer til.  
 ",1,1,2,0.5
Female,"Ja, lad os da håbe, du har ret i det michael.",2,0,2,1.0
Female,"Næe, det er nu godtnok Orwells 1984, jeg er ved at genlæse, og der hvor ordene stammer fra.

Det er foruroligende, hvor meget der kan relateres direkte til real-nutiden. 
Nysprog, som hele tiden udvikles.
Redigering af fortiden.
Overvågning og mistænksomhed overfor alt og alle
Altid involvering i krige
Ensretning
Alle skal arbejde - for frihed er slaveri.
Opdeling i nyttige mennesker og 'proletariatet', som underklassen hedder i romanen.

Gudskelov er der også forskelle.
Endnu.",6,0,6,1.0
Female,"Sådan får man kontrol:

""Det har også vakt opsigt, at Goldman Sachs er blevet lovet vetoret over blandt andet ændringer i DONG’s øverste ledelse og strategi, selv om investeringsbanken kun står til at overtage en minoritet på cirka 19 procent af aktierne i DONG.""

Skulle ikke undre, hvis nogen ansvarlig har fået lovet en fed bonus sikkert anbragt i skattely.
",3,1,4,0.75
Male,"@Peter Hansen: <i>Kristian Thy, det har altid været sådan, at partierne rekrutterer fra deres ungdomsorganisationer - hvor ellers?</i>

Ja, sådan er det, og derfor er det temmelig formålsløst for mig som 35-årig at forestille mig at jeg på nogen mulig måde kunne få indflydelse på landspolitik. Det ville kræve en tidsrejse tilbage til midt-halvfemserne og et cand.polit.-studium.",3,0,3,1.0
Female,"Sjovt at Neoliberalisterne ikke er klar over hvor mange der egentlig får job gennem et vikarbureau. De mister nu kunderne til Jobcentret.

Er det endnu en skjult støtte til erhverslivet?",2,1,3,0.6666666666666666
Male,"Her er - efter min mening - ondets rod: <i>Ideen om kritiske tv-interview er blevet synonymt med, at værter afbryder deres kilder.</i>
I kommentarerne er vi kørt med på en diskussion om det rimelige/urimelige i at afbryde. Men er kernen ikke netop, at det at afbryde ikke har en klap med kritik at gøre. Steen Ingvard Nielsen er inde på det centrale emne. Kritik handler om at vide noget om sagerne, og ud fra forberedelsen lægge ud med KVALIFICEREDE spørgsmål til sagerne, og så følge op med sagsorienterede kvalificerede spørgsmål.
Kritik bør være synonymt med kvalitet. Og ikke køre på et eller andet overfladisk retorisk kneb.
Det er så usmageligt med alle disse krampagtige forsøg på at bringe tv-interviewofre på glat-is. Tv-vært-aggressivitet er den bedste indikation på værtens manglende viden, og samme fjols' idiotiske forsøg på at gøre interviewet til en magtkamp.",6,3,9,0.6666666666666666
Female,"Kjeld Hansen

Jobcantrene har ansat en masse jobkonsulenter,
som skal kontrollere at de arbejdsløse ikke .. ehe.. jah.. mnøh.. ja, at de arbejdsløse ikke bliver for mange. Hvis alle dem som var ansat son jobkonsulenter også var arbejdsløse, så var der alt for mange af arbejdsløse.

Og så skal de jobcenteransatte naturligvis også administrere alle de beskæftigelsesreformer, som politikerene sprøjter ud i lind strøm.
Dermed kan jobcentrene ansætte endnu flere jobkonsulenter, for reformerne tager aldrig ende og de bliver mere og mere adminstrativt komplicerede. 


:)",4,1,5,0.8
Male,"Niels Engelsted:
<i>""Hvad kunne den danske stat stille i sikkerhed andet end sine skatteindbetalinger, sine pensionsformuer og sine offentligt ejede selskaber, hvor Dong var klart det største? ""</i>

Der giver ikke mening, at den danske stat stiller skatteindbetalinger per se som sikkerhed. Den danske stat opkræver ikke skattebetalinger, fordi staten savner 'pengeø eller 'valuta'. Enhver autonom stat kan selv frembringe de betalingsmidler der skal i omløb - det er ikke noget man behøver bede befolkningen om at indsamle og aflevere til slottets porte. Der er ingen grund til at beskatte en befolkning, i form af 'valuta' eller 'penge'.

Det er malkningsretten, konfiskationsretten, muligheden for at kunne forlange (læs: tvinge) at befolkningen afleverer deles af deres velstand, betalingsmidler, likviditet og mere, der er det væsentlige. Det, den danske stat kan sættes som sikkerhed, er befolkningens arbejdskapacitet og resultaterne af denne anvendte arbejdsindsats. Altså en sikkerhedsstillelse af befolkningen, i lighed med hvordan andre husdyr handles i andre sammenhænge.

Det, den danske stat kan stille som sikkerhed, er desuden det territorium, som nationalstaten (eller rigerne, der indgår i rigsfællesskabet), udgør, inklusive de ressourcer der kan høstes, malkes, plukkes, opgraves og på anden vis tages derfra. 

Hvis din teori overordnet set holder vand, vil jeg mene der er grund til at antage, at riget og befolkningen er blevet pantsat, og dermed kan udbyttes som de nye ejere vil (i henhold til den overenskomst der må være indgået). ",1,1,2,0.5
Male,"Ja, og det sjove er, at hvilket system man end benytter, så kommer man samme sted hen.",1,0,1,1.0
Male,"1-1,5 mill er i denne sammenhæng ikke noget stort beløb.  Der fragår (næsten) 15% i boafgift, somt lidt omkostninger. Du skal vel også begraves. 
Derefter  skal der deles.  Så er der måske mellem 400 og 650.000 kr til hver. 

Du skriver de har penge nok og det vil de sikkert også sige selv.  Men mange har lidt mere gæld end godt er og  måske har dine børn heller ikke fået opsparet helt nok til  de selv  bliver gamle. 

Men først og fremmest skal du ikke begynde at uddele af pengene nu. Du kan sikkert holde mange år endnu. Hold du dine penge i beredskab til  den ekstra hjælp, du måske ikke behøver nu, men måske alligevel får brug for senere. Til at holde den runde fødselsdag, som du ikke fik samlet venner og familie til tidligere, eller måske der er eller kommer børnebørn, som skal have lidt støtte.  Ja,  der er meget andet end en taxi, der kan lette og fornøje alderdommen. 

Lars   :)
",1,0,1,1.0
Female,"Offentlige chefer skal forestå at oldinge og vuggestuebørn skal lære at klare sig selv - klart at den kæmpeindsats kræver stigende årlige millionlønninger - ellers var der jo heller ikke råd til de gager.

Hvorlænge skal folket finde sig i at blive snydt for egne penge ... økonomisk demokrati, borgerløn og fællesskabets ejendom tilbage til de rette ejere NU - eller vi skider på gulvet - de bonede. Nå, det gør vi jo i forvejen - det er så her, nytteslaverne kommer ind i billedet.",2,1,3,0.6666666666666666
Female,"Hermed korrektion for meningsforstyrrende grammatiske fejl i mit foregående indlæg

'... og når hertil lægges frihandelsaftaler ( som vi slet ikke har haft tid til at yde en ellers stærkt påkrævet opmærksomhed pga dette dong/gs nummer ) som giver virksh mulighed for at sagsøge stater for mia beløb ved såkaldt 'tekniske handelshindringer', kan man tale om statskup, hvor en af konsekvenserne pt er miljø- og socioøkonomisk kaos = terror mod folket.'",1,0,1,1.0
